 0.5000000000000000E+00 -0.5000000000000000E+01  0.3405680000000000E-01
 0.5000000000000000E+00  0.0000000000000000E+00  0.2773820000000000E-01
 0.5000000000000000E+00  0.5000000000000000E+01  0.3945910000000000E-01
 0.5000000000000000E+00  0.1000000000000000E+02  0.7358720000000001E-01
 0.5000000000000000E+00  0.1500000000000000E+02  0.1299360000000000E+00
 0.7000000000000000E+00 -0.5000000000000000E+01  0.3504250000000000E-01
 0.7000000000000000E+00  0.0000000000000000E+00  0.2784750000000000E-01
 0.7000000000000000E+00  0.5000000000000000E+01  0.4231930000000000E-01
 0.7000000000000000E+00  0.1000000000000000E+02  0.8094160000000000E-01
 0.7000000000000000E+00  0.1500000000000000E+02  0.1531050000000000E+00
 0.9000000000000000E+00 -0.5000000000000000E+01  0.8996540000000000E-01
 0.9000000000000000E+00  0.0000000000000000E+00  0.3626330000000000E-01
 0.9000000000000000E+00  0.5000000000000000E+01  0.5740490000000000E-01
 0.9000000000000000E+00  0.1000000000000000E+02  0.1046360000000000E+00
 0.9000000000000000E+00  0.1500000000000000E+02  0.1772690000000000E+00
