   7.458863e-01   5.600136e-01   6.995304e-01   3.265409e-01   2.698268e-01  -2.531533e-01  -3.434860e-01   1.620410e-01   1.382249e-01   2.411119e-01   1.673995e-01   2.280073e-02
   4.427272e-01  -9.300650e-01  -1.275383e-01  -2.709445e-01   3.991265e-01  -4.370306e-01   2.988967e-01  -4.610523e-03   3.653003e-01   1.493557e-01   4.738589e-03   7.132421e-03
   4.780443e-01  -6.917292e-01   9.180034e-01  -1.196292e-01   2.396956e-02   1.822350e-01  -1.527307e-01  -9.320864e-03   3.721298e-02   3.004572e-01   2.967077e-01   4.361538e-02
   4.736928e-01   5.510701e-02  -6.627916e-01   1.712429e-01  -1.107814e-01  -3.453800e-01  -1.434419e-01   3.881155e-01  -8.761760e-02  -1.528916e-01  -1.377082e-01   7.994835e-07
   9.114250e-01  -1.656072e-01   8.840417e-01  -2.778971e-02  -2.792666e-02   8.175193e-02  -1.317005e-01  -3.288296e-02   4.829206e-01   4.204141e-01   1.246810e-01   3.893284e-02
   5.924349e-01  -6.214258e-01  -4.130112e-02   4.032499e-01   1.891388e-01  -1.168967e-01  -8.994835e-02  -1.279378e-01   1.951351e-01  -3.771339e-01   1.401482e-01   4.008956e-03
   6.510619e-01  -4.616511e-02  -1.768196e-02  -7.462992e-02   3.652681e-01  -4.793945e-01   4.225580e-01   1.749544e-01  -1.584915e-01  -2.190471e-01   4.577338e-01   1.048151e-02
   8.899148e-01   2.446845e-01   6.849483e-01  -8.407538e-02   2.614589e-01  -3.045883e-01   3.207685e-01  -2.120749e-01   3.959485e-01   3.906148e-01   3.295958e-01   2.047537e-02
   4.923364e-01  -6.646221e-01  -5.934035e-01   9.267559e-02   5.727994e-02  -4.940007e-01   9.260985e-02  -3.531566e-01   3.064493e-01   1.406066e-01   3.460484e-02   1.259143e-04
   5.995259e-01  -1.392984e-01   8.397321e-01   3.493695e-01   3.918919e-01  -3.606138e-01   1.758401e-01   6.159975e-02   2.290726e-01   1.819851e-01   1.925340e-01   2.032413e-02
   9.369389e-01  -7.550453e-01  -1.154761e-01   4.627725e-01  -1.263325e-01  -2.892534e-01   2.276920e-01   8.078519e-02   4.464010e-02  -6.505519e-02   4.321327e-01   8.488214e-03
   6.701858e-01  -3.359931e-02  -1.818055e-01  -3.306277e-01   2.090237e-02  -4.668324e-01   3.174324e-01   9.001037e-02   4.009603e-01  -4.808673e-01   2.272908e-01   2.194434e-02
   6.097296e-01   5.816427e-01  -7.324083e-01  -1.372521e-01  -2.232553e-01   3.712436e-01   4.530113e-01   3.655335e-01   7.881764e-04  -3.985829e-01   2.608466e-01   1.051260e-02
   7.250433e-01  -8.168387e-01  -9.475765e-01   4.760873e-01   4.117910e-01   3.295006e-01   3.557360e-01  -5.262368e-02   2.217778e-01  -2.892776e-01   3.481694e-01  -3.728742e-02
   4.354673e-01   6.365438e-01  -8.873743e-01   4.574996e-01  -1.067327e-02  -2.160156e-01  -3.629933e-01   6.875606e-02   2.703789e-01   3.502545e-01  -1.989859e-01  -1.909855e-02
   5.501865e-01  -3.829996e-01   1.392809e-01  -1.490726e-01  -2.387745e-01  -1.598643e-01  -4.748973e-01  -4.467495e-01  -1.882444e-01  -3.378152e-01  -3.598381e-02   3.184223e-02
   7.709629e-01  -1.702322e-02  -6.737688e-01  -3.376678e-01   3.464284e-03   2.520911e-01   2.540880e-01   4.015976e-01   2.095743e-01   3.259023e-01   4.477972e-01   5.025591e-03
   3.405877e-01  -5.138776e-01  -7.928024e-02   1.602265e-01   1.027369e-01  -3.315590e-01   4.160602e-02  -1.565417e-01  -1.206468e-01  -4.595835e-01   2.382538e-01   1.130724e-02
   7.333029e-01  -6.048637e-01  -4.641218e-01  -1.853281e-01   3.948083e-02  -1.211398e-01  -3.100104e-01   2.102908e-01   3.529654e-01   3.106143e-01   4.621741e-02   9.471944e-03
   6.143538e-01  -3.813233e-01   7.900090e-01   3.788535e-01  -9.272222e-04   2.988111e-01  -1.915790e-01   4.288350e-01   3.787571e-01   1.753338e-01   2.941028e-01   2.145905e-02
   7.790924e-01  -5.692070e-02  -4.277545e-01   1.840967e-01   1.116164e-01   1.973108e-02  -4.682764e-02   3.932203e-01   1.927883e-01  -3.453288e-02   1.223851e-01  -3.594757e-03
   4.166553e-01   7.884894e-01   7.127221e-01   4.121141e-01   3.316211e-02  -4.300734e-01   8.930588e-02   1.343290e-01   1.191453e-01  -3.330102e-01  -1.672347e-02   3.244240e-02
   5.741139e-01   1.869096e-01  -3.141273e-01   1.319333e-01  -2.051059e-02   1.919987e-01  -2.402120e-01   4.802270e-01  -7.689525e-02   9.741444e-02   3.769659e-01   5.765482e-03
   3.804589e-01   8.930745e-01  -9.946331e-01   3.440508e-01  -2.166130e-01  -4.018595e-01  -4.220388e-01   9.952956e-02  -1.273021e-01   2.072530e-01  -3.381747e-02  -1.356118e-02
   3.055825e-01   4.296192e-01  -2.405808e-01   3.591084e-01   1.802241e-01  -3.970947e-01  -2.565032e-01  -1.460609e-01  -9.381065e-02   3.578570e-01  -1.708287e-01  -5.612647e-04
   7.913845e-01   7.403628e-01  -5.350159e-01   4.868575e-01  -5.982500e-02   2.707042e-01  -4.482826e-02   2.211105e-01   4.226190e-01  -2.405250e-01  -1.632329e-01  -5.940132e-03
   4.034331e-01  -9.488031e-01   6.583916e-01   3.000897e-01  -1.875205e-01   3.224608e-01   2.626403e-01  -2.315142e-01   2.447922e-02  -2.309901e-01   2.514208e-01   3.149295e-02
   8.608514e-01   2.773243e-01  -2.278588e-01  -8.008490e-03  -5.514399e-02  -6.938313e-02   2.095929e-03   1.231835e-01   4.091189e-01   4.064912e-02   9.799550e-02   1.450582e-02
