   7.458863e-01   5.600136e-01   6.995304e-01   3.265409e-01   2.698268e-01  -2.531533e-01  -3.434860e-01   1.620410e-01   1.382249e-01   2.411119e-01   1.673995e-01   1.952413e-01
   4.427272e-01  -9.300650e-01  -1.275383e-01  -2.709445e-01   3.991265e-01  -4.370306e-01   2.988967e-01  -4.610523e-03   3.653003e-01   1.493557e-01   4.738589e-03   1.263735e-01
   4.780443e-01  -6.917292e-01   9.180034e-01  -1.196292e-01   2.396956e-02   1.822350e-01  -1.527307e-01  -9.320864e-03   3.721298e-02   3.004572e-01   2.967077e-01   1.352435e-01
   4.736928e-01   5.510701e-02  -6.627916e-01   1.712429e-01  -1.107814e-01  -3.453800e-01  -1.434419e-01   3.881155e-01  -8.761760e-02  -1.528916e-01  -1.377082e-01   4.014839e-02
   9.114250e-01  -1.656072e-01   8.840417e-01  -2.778971e-02  -2.792666e-02   8.175193e-02  -1.317005e-01  -3.288296e-02   4.829206e-01   4.204141e-01   1.246810e-01   1.582889e-01
   5.924349e-01  -6.214258e-01  -4.130112e-02   4.032499e-01   1.891388e-01  -1.168967e-01  -8.994835e-02  -1.279378e-01   1.951351e-01  -3.771339e-01   1.401482e-01   1.201701e-01
   6.510619e-01  -4.616511e-02  -1.768196e-02  -7.462992e-02   3.652681e-01  -4.793945e-01   4.225580e-01   1.749544e-01  -1.584915e-01  -2.190471e-01   4.577338e-01   1.447485e-01
   8.899148e-01   2.446845e-01   6.849483e-01  -8.407538e-02   2.614589e-01  -3.045883e-01   3.207685e-01  -2.120749e-01   3.959485e-01   3.906148e-01   3.295958e-01   2.046889e-01
   4.923364e-01  -6.646221e-01  -5.934035e-01   9.267559e-02   5.727994e-02  -4.940007e-01   9.260985e-02  -3.531566e-01   3.064493e-01   1.406066e-01   3.460484e-02   4.701212e-02
   5.995259e-01  -1.392984e-01   8.397321e-01   3.493695e-01   3.918919e-01  -3.606138e-01   1.758401e-01   6.159975e-02   2.290726e-01   1.819851e-01   1.925340e-01   2.672778e-01
   9.369389e-01  -7.550453e-01  -1.154761e-01   4.627725e-01  -1.263325e-01  -2.892534e-01   2.276920e-01   8.078519e-02   4.464010e-02  -6.505519e-02   4.321327e-01   1.103809e-01
   6.701858e-01  -3.359931e-02  -1.818055e-01  -3.306277e-01   2.090237e-02  -4.668324e-01   3.174324e-01   9.001037e-02   4.009603e-01  -4.808673e-01   2.272908e-01   5.533803e-02
